brand,model,condition,warranty,screen_size,processor,ram,card,hard_driver,made_in,information,hard_driver_kind,price
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i7,8 GB,Onboard,256 GB,US,In trên bao bì,SSD,6800000
Acer,Aspire,Đã sử dụng (chưa sửa chữa),0,15 - 16.9 inch,Intel Core i3,6 GB,Onboard,1 TB,Other,In trên bao bì,HDD,800000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i7,8 GB,Onboard,128 GB,US,In trên bao bì,SSD,3200000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,13 - 14.9 inch,Intel Core i7,8 GB,Onboard,256 GB,US,In trên bao bì,SSD,2700000
HP,ZBook,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,256 GB,Unknown,In trên bao bì,SSD,8800000
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,US,In trên bao bì,SSD,6550000
HP,Elitebook,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,,4599000
Apple,MacBook Pro M2,Đã sử dụng (chưa sửa chữa),1,11 - 12.9 inch,Intel Core i5,8 GB,Onboard,256 GB,VietNam,In trên bao bì,SSD,21000000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,13 - 14.9 inch,Intel Core i7,8 GB,NVIDIA,128 GB,Other,In trên bao bì,SSD,2300000
HP,ZBook,Mới,12,15 - 16.9 inch,Intel Core i7,32 GB,NVIDIA,1 TB,US,In trên bao bì,SSD,36500000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,US,In trên bao bì,SSD,5900000
Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),0,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,,9900000
HP,ProBook,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i3,8 GB,Onboard,512 GB,US,In trên bao bì,SSD,5600000
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,,2700000
HP,Elitebook,Mới,3,11 - 12.9 inch,Intel Core i5,8 GB,Onboard,128 GB,US,In trên bao bì,SSD,2500000
Microsoft,Surface Pro 9,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,256 GB,US,In trên bao bì,SSD,19500000
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i7,32 GB,AMD,1 TB,Unknown,In trên bao bì,SSD,18500000
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),1,15 - 16.9 inch,Intel Core i7,8 GB,Onboard,256 GB,Japan,In trên bao bì,SSD,5700000
Dell,Precision,Đã sử dụng (chưa sửa chữa),6,17 - 18.9 inch,Intel Core i7,32 GB,NVIDIA,256 GB,Other,In trên bao bì,SSD,4999000
Sony,F Series,Mới,3,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,512 GB,US,In trên bao bì,SSD,14500000
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i7,8 GB,Onboard,256 GB,Japan,In trên bao bì,SSD,5500000
Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,512 GB,VietNam,In trên bao bì,SSD,13700000
HP,ProBook,Đã sử dụng (chưa sửa chữa),3,17 - 18.9 inch,Intel Core i5,4 GB,AMD,250 GB,Unknown,In trên bao bì,HDD,650000
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),1,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,128 GB,VietNam,In trên bao bì,SSD,7500000
HP,Envy,Đã sử dụng (chưa sửa chữa),6,15 - 16.9 inch,Ryzen 7,16 GB,AMD,512 GB,US,In trên bao bì,SSD,12900000
Apple,MacBook Pro M1 Touch Bar,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,256 GB,Unknown,In trên bao bì,SSD,19900000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,4 GB,Onboard,320 GB,US,In trên bao bì,,850000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,11 - 12.9 inch,Intel Core i5,8 GB,Onboard,256 GB,US,In trên bao bì,SSD,4700000
Dell,Precision Mobile Workstations,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i7,> 32GB,NVIDIA,512 GB,US,In trên bao bì,SSD,12900000
HP,Elitebook,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Ryzen 5,8 GB,Onboard,128 GB,Unknown,In trên bao bì,SSD,3990000
Dell,Precision,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,256 GB,US,In trên bao bì,SSD,3350000
Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),6,13 - 14.9 inch,AMD,16 GB,AMD,1 TB,Trung Quốc,In trên bao bì,SSD,15000000
Dell,Vostro,Đã sử dụng (chưa sửa chữa),0,13 - 14.9 inch,Intel Core i7,8 GB,Onboard,512 GB,Unknown,In trên bao bì,SSD,8500000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i7,8 GB,NVIDIA,256 GB,US,In trên bao bì,SSD,8300000
Asus,VivoBook Seriers,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,,24900000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,11 - 12.9 inch,Intel Core i7,16 GB,Onboard,256 GB,Unknown,In trên bao bì,SSD,3500000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,11 - 12.9 inch,Intel Core i3,8 GB,Onboard,128 GB,Unknown,In trên bao bì,SSD,3500000
HP,Elitebook,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i7,8 GB,Onboard,256 GB,US,In trên bao bì,SSD,7500000
Dell,Latitude,Mới,3,13 - 14.9 inch,Intel Core i7,32 GB,Onboard,256 GB,US,In trên bao bì,SSD,6500000
Acer,Predator,Đã sử dụng (chưa sửa chữa),6,13 - 14.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,VietNam,In trên bao bì,SSD,13950000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),12,15 - 16.9 inch,Intel Core i7,16 GB,Onboard,256 GB,US,In trên bao bì,SSD,9500000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,128 GB,US,In trên bao bì,SSD,2800000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,4 GB,Onboard,500 GB,US,In trên bao bì,HDD,1600000
Dell,Precision,Đã sử dụng (chưa sửa chữa),1,15 - 16.9 inch,Intel Core i7,8 GB,NVIDIA,1024,VietNam,In trên bao bì,SSD,2800000
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),6,15 - 16.9 inch,Intel Core i9,16 GB,AMD,512 GB,US,In trên bao bì,SSD,13500000
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),12,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,256 GB,US,In trên bao bì,SSD,6300000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,512 GB,US,In trên bao bì,SSD,7300000
Sony,F Series,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i7,8 GB,NVIDIA,256 GB,VietNam,In trên bao bì,SSD,3500000
Dell,G Series,Đã sử dụng (chưa sửa chữa),0,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,256 GB,Trung Quốc,In trên bao bì,SSD,10500000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),1,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,VietNam,In trên bao bì,SSD,4900000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),6,13 - 14.9 inch,Intel Core i7,32 GB,Onboard,256 GB,US,In trên bao bì,SSD,9500000
Asus,Dòng Khác,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Ryzen 7,8 GB,NVIDIA,512 GB,Unknown,In trên bao bì,SSD,9600000
HP,ZBook,Đã sử dụng (chưa sửa chữa),6,17 - 18.9 inch,Intel Core i7,32 GB,NVIDIA,512 GB,US,In trên bao bì,SSD,12900000
Sony,Vaio Series,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Japan,In trên bao bì,SSD,5900000
Dell,Precision,Đã sử dụng (chưa sửa chữa),6,15 - 16.9 inch,Intel Xeon,32 GB,NVIDIA,512 GB,US,In trên bao bì,SSD,15500000
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),1,15 - 16.9 inch,Intel Core i7,16 GB,Onboard,256 GB,US,In trên bao bì,SSD,5500000
Apple,MacBook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,512 GB,Unknown,In trên bao bì,SSD,12900000
Apple,MacBook Pro,Mới,3,15 - 16.9 inch,Intel Core i7,16 GB,AMD,512 GB,US,In trên bao bì,SSD,14500000
Acer,Aspire,Đã sử dụng (chưa sửa chữa),1,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,1024,Taiwan,In trên bao bì,SSD,7000000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,256 GB,US,In trên bao bì,SSD,9000000
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),0,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,500 GB,US,In trên bao bì,SSD,5200000
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i9,32 GB,AMD,1 TB,Unknown,In trên bao bì,SSD,17990000
MSI,GF Series,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Unknown,In trên bao bì,SSD,9900000
Dell,XPS,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i7,8 GB,Onboard,256 GB,US,In trên bao bì,SSD,8800000
Dell,Vostro,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,SSD,3700000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,256 GB,US,In trên bao bì,SSD,7400000
Lenovo,Legion Y Series,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Ryzen 7,16 GB,NVIDIA,512 GB,VietNam,In trên bao bì,SSD,19890000
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),0,13 - 14.9 inch,Intel Core i3,8 GB,Onboard,128 GB,US,In trên bao bì,SSD,7500000
Asus,VivoBook Seriers,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Ryzen 9,8 GB,AMD,256 GB,Japan,In trên bao bì,SSD,10500000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i7,16 GB,Onboard,512 GB,US,In trên bao bì,SSD,11000000
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Ryzen 7,16 GB,Onboard,256 GB,Unknown,In trên bao bì,,13900000
Dell,Precision,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,256 GB,US,In trên bao bì,SSD,7700000
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i3,8 GB,Onboard,256 GB,Unknown,In trên bao bì,SSD,2500000
Asus,ASUSPRO,Mới,0,15 - 16.9 inch,Intel Core i3,8 GB,NVIDIA,128 GB,VietNam,In trên bao bì,SSD,3000000
Apple,MacBook Air M1,Mới,3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Other,In trên bao bì,SSD,12490000
Apple,Dòng Khác,Đã sử dụng (chưa sửa chữa),3,>= 21 inch,Intel Core i5,16 GB,Onboard,256 GB,VietNam,In trên bao bì,SSD,21000000
Apple,MacBook Air M2,Mới,3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Other,In trên bao bì,SSD,17890000
HP,Elitebook,Đã sử dụng (chưa sửa chữa),1,15 - 16.9 inch,Intel Core i7,32 GB,NVIDIA,500 GB,VietNam,In trên bao bì,SSD,7000000
Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),1,11 - 12.9 inch,Intel Celeron,4 GB,Onboard,128 GB,Japan,In trên bao bì,SSD,2300000
Apple,MacBook Air,Mới,3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,128 GB,US,In trên bao bì,SSD,4990000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,SSD,7300000
Asus,ROG Strix Scar,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,1 TB,Unknown,In trên bao bì,SSD,7900000
Apple,MacBook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i7,16 GB,AMD,512 GB,US,In trên bao bì,SSD,7990000
MSI,Crosshair/ Pulse Series,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,,17800000
HP,Dòng Khác,Đã sử dụng (chưa sửa chữa),0,19 - 20.9 inch,Intel Core i3,8 GB,AMD,128 GB,Japan,In trên bao bì,SSD,3500000
Apple,MacBook Air M2,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i5,8 GB,Onboard,512 GB,US,In trên bao bì,,22790000
Dell,Precision,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i9,32 GB,NVIDIA,512 GB,Unknown,In trên bao bì,SSD,18000000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,SSD,4900000
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),1,15 - 16.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Unknown,In trên bao bì,SSD,1500000
HP,Chromebook,Đã sử dụng (chưa sửa chữa),0,15 - 16.9 inch,Intel Core i3,8 GB,Onboard,256 GB,Trung Quốc,In trên bao bì,SSD,5000000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,11 - 12.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Unknown,In trên bao bì,SSD,4500000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,,8600000
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i9,16 GB,Onboard,512 GB,Japan,In trên bao bì,SSD,16800000
Dell,Vostro,Đã sử dụng (chưa sửa chữa),1,13 - 14.9 inch,Intel Core i3,4 GB,Onboard,128 GB,VietNam,In trên bao bì,SSD,1349000
Apple,MacBook Pro M1,Đã sử dụng (chưa sửa chữa),0,13 - 14.9 inch,Intel Core i5,8 GB,NVIDIA,256 GB,VietNam,In trên bao bì,SSD,14900000
HP,Pavilion,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i7,8 GB,Onboard,512 GB,US,In trên bao bì,SSD,15900000
Toshiba,Dòng Khác,Mới,3,11 - 12.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Japan,In trên bao bì,SSD,2999999
Dell,Vostro,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i5,8 GB,Onboard,256 GB,VietNam,In trên bao bì,SSD,5500000
Apple,MacBook Air M1,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,SSD,8000000
HP,Pavilion,Đã sử dụng (chưa sửa chữa),12,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Unknown,In trên bao bì,SSD,6800000
Dell,Vostro,Đã sử dụng (chưa sửa chữa),0,15 - 16.9 inch,Intel Core i5,8 GB,AMD,1 TB,US,In trên bao bì,HDD,4800000
MSI,GL Series,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,,7500000
Dell,Vostro,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,,1500000
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,SSD,4500000
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),0,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Other,In trên bao bì,SSD,2000000
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,US,In trên bao bì,,9490000
Asus,Dòng Khác,Đã sử dụng (chưa sửa chữa),3,17 - 18.9 inch,Intel Pentium,8 GB,Onboard,128 GB,Unknown,In trên bao bì,SSD,1200000
Toshiba,Satellite Series,Đã sử dụng (chưa sửa chữa),1,15 - 16.9 inch,Intel Core i7,8 GB,Onboard,128 GB,Unknown,In trên bao bì,SSD,2000000
Apple,MacBook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,US,In trên bao bì,SSD,9500000
Dell,G Series,Đã sử dụng (chưa sửa chữa),0,15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,256 GB,Other,In trên bao bì,SSD,12500000
Acer,Aspire,Đã sử dụng (chưa sửa chữa),0,15 - 16.9 inch,Ryzen 5,8 GB,NVIDIA,512 GB,VietNam,In trên bao bì,SSD,10500000
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),1,11 - 12.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Japan,In trên bao bì,SSD,1300000
HP,Envy,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,4 GB,Onboard,256 GB,Unknown,In trên bao bì,SSD,3400000
Dell,Precision,Đã sử dụng (chưa sửa chữa),3,17 - 18.9 inch,Intel Core i7,8 GB,Onboard,128 GB,US,In trên bao bì,SSD,4300000
Dell,Inspiron,Đã sử dụng (qua sửa chữa),0,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,1024,VietNam,In trên bao bì,SSD,5000000
Microsoft,Surface Pro 5,Đã sử dụng (chưa sửa chữa),1,11 - 12.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Japan,In trên bao bì,SSD,3900000
Asus,Zephyrus,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,,50800000
Asus,K Series,Đã sử dụng (chưa sửa chữa),0,15 - 16.9 inch,Intel Core i7,16 GB,Onboard,640 GB,Taiwan,In trên bao bì,SSD,3600000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i3,4 GB,Onboard,500 GB,Unknown,In trên bao bì,HDD,750000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),1,15 - 16.9 inch,Intel Core i7,16 GB,Onboard,256 GB,Japan,In trên bao bì,SSD,8000000
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),0,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,US,In trên bao bì,SSD,9000000
Asus,A series,Đã sử dụng (chưa sửa chữa),0,13 - 14.9 inch,Intel Core i3,4 GB,Onboard,500 GB,Unknown,In trên bao bì,HDD,1200000
Toshiba,Dòng Khác,Đã sử dụng (chưa sửa chữa),1,13 - 14.9 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Japan,In trên bao bì,SSD,4599999
HP,ZBook,Đã sử dụng (chưa sửa chữa),0,15 - 16.9 inch,Intel Core i7,16 GB,Onboard,256 GB,US,In trên bao bì,SSD,4900000
Apple,MacBook Pro M1 Touch Bar,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,256 GB,VietNam,In trên bao bì,SSD,18650000
HP,ZBook,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Xeon,16 GB,NVIDIA,512 GB,Japan,In trên bao bì,SSD,7900000
Apple,MacBook Pro M1 Touch Bar,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,256 GB,Unknown,In trên bao bì,,19800000
Asus,TUF Gaming,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,1 TB,Unknown,In trên bao bì,SSD,16500000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),12,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,512 GB,US,In trên bao bì,SSD,2999000
Apple,MacBook Pro M2,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,32 GB,Onboard,512 GB,US,In trên bao bì,,37790000
Apple,MacBook Pro M1,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,VietNam,In trên bao bì,SSD,13500000
Dell,Inspiron,Mới,12,15 - 16.9 inch,Intel Core i9,16 GB,NVIDIA,1 TB,VietNam,In trên bao bì,SSD,21890000
Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Ryzen 5,8 GB,NVIDIA,512 GB,VietNam,In trên bao bì,SSD,11800000
Apple,MacBook Air M1,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,256 GB,VietNam,In trên bao bì,,18490000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,,1700000
Dell,XPS,Mới,3,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,256 GB,US,In trên bao bì,SSD,7900000
Hãng khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),0,11 - 12.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Japan,In trên bao bì,SSD,3599999
Apple,Macbook Pro M3,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,512 GB,VietNam,In trên bao bì,,41790000
HP,Envy,Đã sử dụng (chưa sửa chữa),1,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,SSD,5500000
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),1,13 - 14.9 inch,Intel Core i3,8 GB,Onboard,256 GB,Japan,In trên bao bì,SSD,3500000
HP,Envy,Mới,3,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,512 GB,US,In trên bao bì,SSD,17500000
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,128 GB,Trung Quốc,In trên bao bì,SSD,7500000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,SSD,5500000
Hãng khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),0,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,256 GB,Japan,In trên bao bì,SSD,6999999
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Japan,In trên bao bì,SSD,6300000
Asus,X Series,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i3,4 GB,Onboard,128,Unknown,In trên bao bì,SSD,2400000
Dell,Dòng Khác,Đã sử dụng (chưa sửa chữa),0,17 - 18.9 inch,Intel Core i5,8 GB,Onboard,128,Other,In trên bao bì,SSD,3000000
Dell,Precision,Đã sử dụng (chưa sửa chữa),1,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,US,In trên bao bì,SSD,9900000
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),1,15 - 16.9 inch,Intel Celeron,4 GB,Onboard,128 GB,US,In trên bao bì,SSD,990000
Dell,Vostro,Đã sử dụng (chưa sửa chữa),6,15 - 16.9 inch,Intel Core i7,16 GB,Onboard,512 GB,US,In trên bao bì,SSD,15500000
Dell,XPS,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,256 GB,Unknown,In trên bao bì,SSD,12000000
Apple,MacBook Pro M1,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i5,16 GB,Onboard,512 GB,VietNam,In trên bao bì,SSD,31800000
MSI,GP Series,Đã sử dụng (chưa sửa chữa),0,17 - 18.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,Other,In trên bao bì,SSD,22800000
Lenovo,Yoga,Mới,12,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,512 GB,US,In trên bao bì,SSD,9000000
Apple,Macbook Air M3,Mới,12,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,512 GB,VietNam,In trên bao bì,SSD,34500000
HP,Notebook,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i7,8 GB,Onboard,256 GB,Japan,In trên bao bì,SSD,5400000
MSI,GL Series,Đã sử dụng (chưa sửa chữa),1,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,VietNam,In trên bao bì,SSD,17500000
HP,Dòng Khác,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,,2500000
HP,Elitebook,Đã sử dụng (chưa sửa chữa),6,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Other,In trên bao bì,SSD,5999000
Asus,X Series,Đã sử dụng (chưa sửa chữa),1,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,256 GB,VietNam,In trên bao bì,SSD,4300000
Microsoft,Surface Pro 5,Đã sử dụng (chưa sửa chữa),0,11 - 12.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Japan,In trên bao bì,SSD,3320000
Acer,Dòng Khác,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i9,16 GB,NVIDIA,512 GB,VietNam,In trên bao bì,SSD,22000000
Dell,Alienware,Mới,12,15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,256 GB,US,In trên bao bì,SSD,14500000
Microsoft,Surface Pro 5,Đã sử dụng (chưa sửa chữa),0,11 - 12.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Japan,In trên bao bì,SSD,3340000
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,,4600000
