brand,model,condition,warranty,screen_size,processor,ram,card,hard_driver,made_in,information,hard_driver_kind,price
Microsoft,Surface Pro 5,Đã sử dụng (chưa sửa chữa),0,11 - 12.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Japan,In trên bao bì,SSD,3330000
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,SSD,6500000
Asus,Zephyrus,Mới,12,13 - 14.9 inch,Ryzen 5,8 GB,NVIDIA,512 GB,US,In trên bao bì,SSD,12700000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,11 - 12.9 inch,Intel Core i7,16 GB,Onboard,512 GB,Unknown,In trên bao bì,SSD,8000000
HP,Elitebook,Đã sử dụng (chưa sửa chữa),1,13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,VietNam,In trên bao bì,SSD,1850000
Microsoft,Surface Laptop,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,512 GB,ThaiLand,In trên bao bì,SSD,7500000
Lenovo,Legion Y Series,Mới,12,15 - 16.9 inch,Intel Core i7,32 GB,NVIDIA,512 GB,US,In trên bao bì,SSD,17500000
Dell,XPS,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i7,8 GB,Onboard,256 GB,US,In trên bao bì,SSD,7900000
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),6,11 - 12.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Other,In trên bao bì,SSD,3990000
Dell,Precision,Mới,3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,VietNam,In trên bao bì,,7490000
Acer,Swift,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,,5999999
Dell,Latitude,Đã sử dụng (chưa sửa chữa),1,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,US,In trên bao bì,SSD,4990000
Acer,Dòng Khác,Đã sử dụng (chưa sửa chữa),0,15 - 16.9 inch,AMD,6 GB,Onboard,250 GB,Trung Quốc,In trên bao bì,HDD,1250000
Apple,Dòng Khác,Đã sử dụng (chưa sửa chữa),0,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Other,In trên bao bì,SSD,5000000
Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),1,13 - 14.9 inch,Intel Core i3,8 GB,Onboard,128,VietNam,In trên bao bì,SSD,1500000
Asus,VivoBook Seriers,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i5,8 GB,Onboard,256 GB,VietNam,In trên bao bì,SSD,5900000
Asus,VivoBook Seriers,Đã sử dụng (chưa sửa chữa),0,15 - 16.9 inch,Intel Core i5,8 GB,Onboard,500 GB,VietNam,In trên bao bì,SSD,9650000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Other,In trên bao bì,SSD,2500000
HP,Elitebook,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,256 GB,US,In trên bao bì,SSD,8900000
Asus,G Series,Đã sử dụng (chưa sửa chữa),0,15 - 16.9 inch,Intel Core i5,32 GB,NVIDIA,256 GB,Trung Quốc,In trên bao bì,SSD,9800000
Dell,Latitude,Mới,3,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,256 GB,Japan,In trên bao bì,SSD,3000000
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,,5000000
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),0,11 - 12.9 inch,Intel Core i5,6 GB,Onboard,250 GB,Trung Quốc,In trên bao bì,SSD,2500000
Lenovo,Yoga,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,512 GB,VietNam,In trên bao bì,SSD,13900000
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,NVIDIA,128 GB,Unknown,In trên bao bì,SSD,6500000
Dell,XPS,Đã sử dụng (chưa sửa chữa),1,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,US,In trên bao bì,SSD,12500000
HP,ZBook,Đã sử dụng (chưa sửa chữa),12,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,512 GB,US,In trên bao bì,SSD,17900000
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,NVIDIA,128 GB,Unknown,In trên bao bì,SSD,5500000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,256 GB,US,In trên bao bì,SSD,9700000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,32 GB,Onboard,512 GB,US,In trên bao bì,SSD,15990000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),1,11 - 12.9 inch,Intel Core i3,4 GB,Onboard,128 GB,Japan,In trên bao bì,SSD,2900000
Acer,Predator,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,Unknown,In trên bao bì,SSD,13900000
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,256 GB,VietNam,In trên bao bì,SSD,6990000
Apple,Dòng Khác,Đã sử dụng (chưa sửa chữa),3,>= 21 inch,Intel Core i5,16 GB,NVIDIA,256 GB,Unknown,In trên bao bì,SSD,8990000
Lenovo,ThinkPad,Mới,3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,US,In trên bao bì,,20900000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),1,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Japan,In trên bao bì,SSD,6300000
Apple,MacBook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,AMD,8 GB,Onboard,256 GB,VietNam,In trên bao bì,SSD,9990000
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Unknown,In trên bao bì,SSD,4500000
MSI,GF Series,Đã sử dụng (chưa sửa chữa),6,15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,512 GB,Unknown,In trên bao bì,SSD,11500000
Asus,VivoBook Seriers,Đã sử dụng (chưa sửa chữa),0,15 - 16.9 inch,Ryzen 5,8 GB,AMD,256 GB,Trung Quốc,In trên bao bì,SSD,6000000
HP,ZBook,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i7,16 GB,AMD,256 GB,Unknown,In trên bao bì,SSD,8499999
Apple,MacBook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,VietNam,In trên bao bì,SSD,15990000
MSI,GE Series,Đã sử dụng (chưa sửa chữa),1,15 - 16.9 inch,Intel Core i9,16 GB,NVIDIA,1 TB,VietNam,In trên bao bì,SSD,23000000
Microsoft,Surface,Đã sử dụng (chưa sửa chữa),6,11 - 12.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,SSD,5500000
Asus,TUF Gaming,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,VietNam,In trên bao bì,SSD,16990000
Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,,21500000
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,SSD,5000000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,US,In trên bao bì,SSD,5000000
Dell,Dòng Khác,Đã sử dụng (chưa sửa chữa),1,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,128 GB,VietNam,In trên bao bì,SSD,6500000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),1,11 - 12.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Japan,In trên bao bì,SSD,3300000
Asus,X Series,Đã sử dụng (chưa sửa chữa),12,15 - 16.9 inch,Intel Core i7,16 GB,Onboard,512 GB,VietNam,In trên bao bì,SSD,11000000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,11 - 12.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Unknown,In trên bao bì,SSD,6490000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,11 - 12.9 inch,Intel Core i7,8 GB,Onboard,256 GB,Unknown,In trên bao bì,SSD,4700000
Asus,VivoBook Seriers,Mới,3,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,512 GB,VietNam,In trên bao bì,SSD,15290000
HP,Victus,Mới,3,15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,512 GB,VietNam,In trên bao bì,SSD,14500000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),1,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Other,In trên bao bì,SSD,3950000
Dell,Precision,Đã sử dụng (chưa sửa chữa),12,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,256 GB,US,In trên bao bì,SSD,7500000
Microsoft,Surface Laptop Studio,Mới,3,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,512 GB,US,In trên bao bì,SSD,22000000
Asus,Chromebook,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Pentium,2 GB,Onboard,500 GB,US,In trên bao bì,HDD,1650000
HP,Spectre,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,512 GB,Unknown,In trên bao bì,SSD,13500000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,,5990000
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),0,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,256 GB,Unknown,In trên bao bì,SSD,7500000
Dell,Dòng Khác,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Unknown,In trên bao bì,SSD,2000000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,256 GB,US,In trên bao bì,SSD,12200000
Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,512 GB,VietNam,In trên bao bì,SSD,10800000
Toshiba,E-Series,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,,3400000
Asus,A series,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,NVIDIA,128,Unknown,In trên bao bì,SSD,700000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i7,8 GB,Onboard,256 GB,US,In trên bao bì,SSD,5800000
Acer,Dòng Khác,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,,5000000
Lenovo,ThinkBook,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,SSD,7400000
Hãng khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,,6990000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,13 - 14.9 inch,Intel Celeron,4 GB,Onboard,128 GB,US,In trên bao bì,SSD,1800000
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),3,17 - 18.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,Unknown,In trên bao bì,SSD,12500000
Apple,MacBook Pro,Mới,12,15 - 16.9 inch,Intel Core i5,8 GB,Onboard,512 GB,Trung Quốc,In trên bao bì,,8490000
Asus,TUF Gaming,Đã sử dụng (chưa sửa chữa),12,15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,512 GB,VietNam,In trên bao bì,SSD,16500000
Asus,TUF Gaming,Mới,3,15 - 16.9 inch,AMD,16 GB,Onboard,512 GB,Other,In trên bao bì,SSD,25500000
Apple,MacBook Air M1,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,SSD,14000000
Dell,G Series,Đã sử dụng (chưa sửa chữa),0,15 - 16.9 inch,Intel Core i9,32 GB,NVIDIA,1 TB,US,In trên bao bì,SSD,28000000
Dell,Precision,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i9,32 GB,Onboard,512 GB,US,In trên bao bì,SSD,22500000
HP,Notebook,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i7,8 GB,NVIDIA,256 GB,Unknown,In trên bao bì,SSD,4600000
Asus,Dòng Khác,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Unknown,In trên bao bì,SSD,3200000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,11 - 12.9 inch,Intel Core i5,8 GB,Onboard,256 GB,US,In trên bao bì,SSD,2700000
HP,ProBook,Đã sử dụng (chưa sửa chữa),1,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,US,In trên bao bì,SSD,4800000
Lenovo,Dòng Khác,Mới,12,15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,512 GB,US,In trên bao bì,SSD,18000000
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,,37900000
Apple,MacBook Pro M1,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i7,8 GB,NVIDIA,250 GB,US,In trên bao bì,SSD,200000
HP,ZBook,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,,13500000
Dell,Precision,Đã sử dụng (chưa sửa chữa),3,17 - 18.9 inch,Intel Core i7,32 GB,NVIDIA,1 TB,US,In trên bao bì,SSD,16300000
MSI,Bravo Series,Đã sử dụng (chưa sửa chữa),6,15 - 16.9 inch,Ryzen 7,8 GB,AMD,512 GB,Taiwan,In trên bao bì,SSD,12900000
HP,Elitebook,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,US,In trên bao bì,SSD,5500000
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),0,13 - 14.9 inch,Intel Core i7,8 GB,AMD,256 GB,US,In trên bao bì,SSD,5900000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i7,8 GB,Onboard,256 GB,US,In trên bao bì,SSD,7900000
Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),0,15 - 16.9 inch,Intel Core i5,8 GB,Onboard,512 GB,VietNam,In trên bao bì,SSD,6000000
Lenovo,Dòng Khác,Đã sử dụng (chưa sửa chữa),3,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,256 GB,VietNam,In trên bao bì,SSD,11000000
Dell,Precision,Đã sử dụng (chưa sửa chữa),1,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,US,In trên bao bì,SSD,16000000
Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),0,13 - 14.9 inch,Ryzen 7,8 GB,Onboard,500 GB,VietNam,In trên bao bì,SSD,8000000
HP,Compaq,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core 2 Duo,2 GB,Onboard,128,Unknown,In trên bao bì,HDD,200000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Unknown,In trên bao bì,,7900000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),1,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,US,In trên bao bì,SSD,8500000
Apple,Macbook Pro M3,Đã sử dụng (chưa sửa chữa),3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,512 GB,VietNam,In trên bao bì,SSD,31500000
Dell,Inspiron,Mới,3,15 - 16.9 inch,Intel Core i7,16 GB,Onboard,512 GB,US,In trên bao bì,SSD,21500000
Dell,Latitude,Đã sử dụng (chưa sửa chữa),1,15 - 16.9 inch,Intel Core i5,8 GB,Onboard,256 GB,US,In trên bao bì,SSD,6999999
Dell,Precision,Mới,3,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,US,In trên bao bì,,9700000
